,building_type,sqft,yearbuilt,numberoffloors,airTemperature,humidity,power_consumption
5704,Sports Stadium,15078.0,2001.0,12.0,25.075584311937067,25.5083874959562,110.3098817850763
5705,Research,159728.0,1968.0,9.0,10.328773586912057,62.96100603127854,239.64482352097406
5706,Fire Station,13794.0,1933.0,8.0,15.602089190477288,61.82872194841385,50.34701798630353
5707,Greenhouse,4361.0,1955.0,5.0,9.820592504092954,84.17497873648375,74.5991362432722
5708,College Laboratory,163130.0,2007.0,11.0,22.64665441927084,47.89740216662971,165.03563328023534
5709,"Park, Community Centers",497.0,1998.0,1.0,24.474250353835878,71.00917776237408,30.13216391281709
5710,Athletic Field,3888.0,1988.0,9.0,24.421554612848478,63.4371458248654,0.0197319881440948
5711,Residence Hall/Dormitory,572790.0,1945.0,6.0,11.145873754592756,47.70167692302341,126.19314486151472
5712,Fire Station,283.0,1920.0,6.0,16.076004811721216,62.10029384886818,33.27942477403968
5713,Conference Center,170511.0,1958.0,6.0,8.561918871640088,76.1500262157544,371.23427576864543
5714,Health Services,23911.0,1971.0,10.0,15.832879838671468,62.35371081618658,136.85608777697442
5715,Education,13187.0,1950.0,2.0,15.324066206836557,71.64985042738347,30.42536071276997
5716,Library,36042.0,2001.0,2.0,10.214739440116217,62.22287294393065,26.058299007158006
5717,Research,270054.0,1973.0,8.0,13.509705319104887,62.20049248037202,309.25745770004346
5718,Park,283.0,1906.0,3.0,22.777208923017017,71.79657343607442,9.964911575574433
5719,Stadium,134408.0,2012.0,6.0,22.43702034241177,70.50421984983382,282.61617870790786
5720,Community Center,24944.0,1967.0,1.0,10.39475037958043,84.17497873648375,0.0197319881440948
5721,Other,1114.0,1939.0,2.0,22.166998662980664,71.02169415369579,52.31186417820579
5722,Education,24947.0,1935.0,5.0,15.317219774636325,71.74196284835911,15.015565873230827
5723,Parking: Open Air Ramp,728020.0,1929.0,7.0,21.63108678120279,63.95711871864635,0.0197319881440948
5724,Museum,62949.0,1947.0,9.0,24.293764330308516,25.5295968147697,29.46593852448922
5725,Other,8788.0,1954.0,3.0,10.726498623457024,71.14318459819177,24.164423795390455
5726,Office,152939.0,1976.0,9.0,9.360859717647383,62.59867082382696,834.9884550470076
5727,Other - Public Services,16038.0,1928.0,20.0,15.665176646709632,61.22887867825167,30.273618240381197
5728,Museum,66338.0,1951.0,2.0,24.47053557087366,26.86121470454561,0.5203712898779393
5729,Public Service,42106.0,2010.0,11.0,15.766164171302643,61.55583291637538,14.575682654283966
5730,Multifamily Housing,21319.0,1951.0,8.0,15.348528464135482,62.23135533717996,62.07047446865444
5731,College Laboratory,317362.0,1953.0,15.0,24.480995731521578,71.58558344947078,986.3290101938361
5732,Community Center,283.0,1950.0,2.0,10.231357864320767,82.90009227376878,0.0197319881440948
5733,Office,62504.0,1917.0,9.0,9.795232136194041,63.1879718924125,122.03917971699481
5734,Dormitory,120186.0,2001.0,5.0,9.748829076256872,72.03131906921877,57.735701973813406
5735,School,84966.0,1927.0,1.0,10.155172846445485,83.58609324568633,0.0197319881440948
5736,Retail,72592.0,1915.0,3.0,9.568401298698548,70.82670898043067,364.21911734618163
5737,Other,28708.0,1940.0,2.0,10.73561931755659,71.21680978931882,20.0188433504958
5738,Campsites,25511.0,1960.0,5.0,10.301956294029635,62.57810737447473,63.37069409781093
5739,College Classroom,174679.0,1979.0,9.0,9.274663087688825,73.8941955444006,299.30466304762973
5740,College Laboratory,420239.0,1965.0,25.0,23.574372547206583,63.11531466341352,365.3719740535945
5741,Other - Public Services,11129.0,1913.0,2.0,15.85705343036809,61.69846818862248,13.438659217053257
5742,Office,159418.0,1955.0,7.0,9.386733513263392,63.26827876411555,92.73264953509846
5743,Maintenance Repair Shop,125725.0,1969.0,16.0,12.097739551359151,63.00648451251392,129.57067061022894
5744,Services Plant,642794.0,1919.0,2.0,10.193589778063332,72.18237405487272,169.64323108075055
5745,Education,126288.0,1972.0,5.0,15.284624306216397,71.98103491859673,417.22858147554285
5746,Academic,157319.0,1945.0,3.0,10.711340542361912,63.02774094208782,306.76343100656925
5747,School,19949.0,1927.0,2.0,9.775565153207115,82.16616313837814,47.560504139523104
5748,College Laboratory,322155.0,1932.0,11.0,9.235511841810643,71.51132031942123,786.1004403409538
5749,Park,7114.0,1955.0,2.0,22.75890969493507,71.19383658701666,0.0197319881440948
5750,Primary/Secondary Classroom,17516.0,1969.0,2.0,10.03649651841219,84.17497873648375,110.63443121213545
5751,Primary/Secondary Classroom,26149.0,1953.0,1.0,10.22625880802341,84.17497873648375,0.0197319881440948
5752,Parking Garage,30654.0,1961.0,5.0,24.376265042040632,70.71415377920499,0.0197319881440948
5753,Non-Refrigerated Warehouse,31147.0,1928.0,14.0,15.611553751433974,61.73019801835026,41.47729641024074
5754,Sports Facility,25719.0,1944.0,2.0,11.81534468541888,70.43464437428955,0.0197319881440948
5755,Education,17254.0,1993.0,6.0,14.991446813791082,71.17573241869903,23.542000817992555
5756,Dormitory,76151.0,1934.0,5.0,9.764370412752651,71.07051584511102,132.5444406609895
5757,Central Plant,48619.0,1912.0,9.0,21.991059085840035,63.26378709116937,138.3250873390261
5758,Social/Meeting Hall,78037.0,1982.0,10.0,15.500155021680323,25.5083874959562,50.43959810029119
5759,Education,129281.0,1941.0,5.0,15.191701865297457,71.4017972210912,103.37524729183431
5760,Police Station,72714.0,1920.0,13.0,15.774665762943346,62.0612561611993,126.11870532806341
5761,Sports Facility,53927.0,1982.0,2.0,24.827556768605167,25.5083874959562,54.88032921385471
5762,Sports Stadium,181488.0,1979.0,14.0,23.97063163837177,29.41446128667516,104.18490382472429
5763,Student Center,5513.0,1954.0,2.0,11.573915110845276,84.17497873648375,16.996719730189312
5764,Education,283.0,1928.0,2.0,15.18906564052382,71.54818475289915,7.70744187572739
5765,Library,178299.0,1920.0,15.0,15.517585262502397,61.33576925640884,357.3465666785661
5766,College Laboratory,32256.0,1975.0,16.0,24.007450071283525,25.5083874959562,97.55105530027568
5767,College Classroom,158975.0,1970.0,8.0,23.9851638888274,62.7657493859674,42.15731420335904
5768,Academic,72505.0,1938.0,4.0,10.645239783559665,43.74388050735683,146.58067792576745
5769,Museum,124293.0,2007.0,11.0,24.350072374305213,61.64345068231787,147.2946447802469
5770,Park,4959.0,1932.0,1.0,9.314600155992245,71.22630641064377,20.378211757339024
5771,garage,210514.0,1948.0,25.0,21.44462302150179,63.79192594469865,867.2644263882203
5772,"Fire Station, Fire Stations",5418.0,1941.0,3.0,23.35972638156481,70.72912776375183,16.080139532939107
5773,Park,283.0,1909.0,2.0,23.17107632214402,71.39946846131345,43.6115879750935
5774,College Classroom,97101.0,1970.0,20.0,21.29706728645911,64.4564504905397,23.648870042202688
5775,Hotel,31252.0,1977.0,3.0,9.821930345979629,72.01521333365345,5.109199928549554
5776,Office,113453.0,1921.0,12.0,11.951764486535142,63.12908021576246,226.1045492653004
5777,Other/Specialty Hospital,999.0,1966.0,11.0,15.68067557639271,62.5009154522062,5.6092444951971885
5778,Industrial,5650.0,1958.0,1.0,10.648628863292746,84.17497873648375,48.638777608794285
5779,Research,204378.0,1976.0,8.0,13.320640816386302,61.82174672975881,322.72105324413724
5780,Research,22143.0,1921.0,7.0,12.659635730458408,63.48744068005907,266.16495937877136
5781,College Laboratory,388704.0,1969.0,28.0,24.321216699638853,72.5305039369237,157.87901558802903
5782,Other - Entertainment/Public Assembly,756.0,1937.0,1.0,10.774007486511103,83.12191240133407,7.5688438591953755
5783,Social/Meeting Hall,65299.0,2013.0,17.0,15.369160675480781,60.99044629133555,68.83078422369402
5784,Other,283.0,2006.0,2.0,22.348876149970994,70.9828939921627,21.309930446677864
5785,College Laboratory,182209.0,1957.0,9.0,8.871811523825219,71.67157968499183,378.2190691642231
5786,Sports Facility,16928.0,1920.0,1.0,22.658990618515997,70.90880478186321,37.057274615959514
5787,Office,98134.0,1923.0,7.0,15.409960825421628,62.57401782814814,169.57498368011647
5788,Recreation Center,4244.0,1955.0,2.0,22.807161299094975,71.01543735874063,0.0197319881440948
5789,Technology/science,44661.0,1966.0,7.0,15.443439854587922,62.63007971133364,0.0197319881440948
5790,Other - Recreation,4124.0,1919.0,8.0,15.592500112583828,61.90606612458193,16.378266955733306
5791,Office,53209.0,1948.0,8.0,9.684734899139718,73.53062370713589,25.034124908109526
5792,garage,487101.0,1994.0,21.0,9.349650973902829,62.94406505960178,295.80714849039157
5793,garage,434978.0,1915.0,12.0,22.052833777441048,63.02640361729067,576.5655478361773
5794,Fire Station,11954.0,1915.0,6.0,15.313324793702119,61.41272376209687,53.88279644620122
5795,Academic,105406.0,1975.0,2.0,10.572905056141703,45.09562558293536,126.84181203888087
5796,Athletic Field,1584.0,1963.0,13.0,22.63424522831575,28.31398114921721,29.658136033327914
5797,Hospital (General Medical & Surgical),413921.0,1927.0,14.0,15.587764416596452,61.95563738964272,1187.700465732084
5798,Other/Specialty Hospital,20141.0,1924.0,10.0,15.675666521443048,61.63063099177256,17.188235091642017
5799,Animal Shelter,12437.0,1911.0,2.0,8.454760214264818,84.17497873648375,21.551502924445685
5800,Worship Facility,36307.0,2003.0,27.0,15.584141117773518,62.1503534823958,146.52849991826795
5801,Fire Station,11974.0,1920.0,8.0,15.762815628817838,61.13698580425616,14.357365891453032
5802,Student Union,57506.0,1931.0,15.0,23.20332649011754,25.7241660959847,84.25042549949012
5803,K-12 School,97087.0,1943.0,11.0,15.758540905623414,61.95206505661714,76.90372705524659
5804,Dormitory,69827.0,1970.0,5.0,23.45793436337423,71.68716253740591,33.629631413764486
5805,Theater,93633.0,2012.0,8.0,23.281660101153115,27.05183304105626,101.18309139611395
5806,Other - Recreation,4003.0,1913.0,7.0,15.70096764495941,62.42852203820681,26.152024071722522
5807,Patient Care,62535.0,1920.0,6.0,10.508446541454479,63.59495007776567,134.03821043644052
5808,Other - Recreation,6203.0,1955.0,7.0,15.502297787359886,62.08413338877256,26.12214589937696
5809,Museum,28055.0,2012.0,7.0,24.849826925525246,25.5083874959562,57.58009058222608
5810,Museum,52710.0,1908.0,9.0,21.922323002631057,71.44349849593007,208.52823001896928
5811,Library,60691.0,1936.0,6.0,15.41234904823003,61.92688525403205,52.115313817377675
5812,Museum,31334.0,1953.0,21.0,24.473900911475514,62.57611955019614,999.9873007095955
5813,Hospital,96087.0,1975.0,4.0,9.325908387678544,63.14482572727984,679.3872247514973
5814,Other,283.0,1997.0,3.0,22.403258184044923,71.43018179803222,17.159115596491944
5815,Other - Recreation,28390.0,1965.0,6.0,15.636987254813496,61.61289557080784,36.91809201294371
5816,Swimming Pool,21860.0,1931.0,9.0,15.497915872001895,63.16772717207596,30.90934920302658
5817,Restaurant,68912.0,1946.0,3.0,23.266742183376273,71.5026094880891,47.13758755987003
5818,Restaurant,15748.0,1997.0,5.0,23.467199429831627,71.71971699789997,60.91870955853707
5819,Conference Center,37324.0,1936.0,6.0,8.566831521936399,63.4374709648604,29.864771095198478
5820,Primary/Secondary Classroom,20791.0,1986.0,1.0,10.10597580722475,84.17497873648375,0.0197319881440948
5821,Campsites,28869.0,1982.0,1.0,10.147317961560399,82.89079844521987,26.266828912060063
5822,Social/Meeting Hall,19119.0,2017.0,9.0,15.794827295108098,60.70158984192803,16.158682095906215
5823,Classroom,38339.0,1943.0,2.0,9.83208331410933,71.24000556119839,50.35778746361855
5824,K-12 School,31706.0,1923.0,17.0,15.743048221135458,61.41873943731483,81.17893922354013
5825,Other - Public Services,27503.0,1920.0,8.0,15.58914555600837,61.95163437781863,6.312405877681638
5826,Recreation Center,283.0,1966.0,4.0,21.631432815799656,71.56820373311612,4.378056328035839
5827,Other - Public Services,22384.0,1922.0,6.0,15.733712095142433,61.80734523752767,46.968268569426215
5828,Industrial,7798.0,1969.0,1.0,11.073963189824465,84.17497873648375,64.14159832643223
5829,Parking,24386.0,1953.0,2.0,15.424763496466701,71.01720147674078,57.524516659976854
5830,Swimming Pool,48775.0,1991.0,20.0,15.618812662110837,61.89036652335862,124.16252164948551
5831,Office,36556.0,1964.0,2.0,9.789283053410244,63.23637860902586,111.57393476636399
5832,Other,35430.0,1977.0,4.0,22.099809621044862,71.47527789558858,0.0197319881440948
5833,Hospital,62418.0,1998.0,4.0,9.937536913398759,73.06662922778192,174.9701418432607
5834,Education,856.0,1929.0,7.0,14.946739514997141,70.97058865099116,35.35035257639008
5835,Maintenance Repair Shop,155728.0,1971.0,8.0,10.332284963095375,63.16422825893898,132.96914666413204
5836,Gynasium,20868.0,1946.0,3.0,15.389008937479325,70.60708289161305,50.82516844679042
5837,Classroom,253333.0,1974.0,10.0,22.6572843248231,70.9441023765082,1214.877580797492
5838,Other - Recreation,8809.0,1946.0,6.0,15.576277019742042,61.93151901110746,52.42836552668683
5839,Gymnasium,111472.0,1939.0,7.0,9.319881333819442,63.22640857592096,33.95370271322116
5840,Other - Recreation,29437.0,1957.0,8.0,15.567557719632054,61.58474959740657,210.03748009480012
5841,K-12 School,67638.0,1983.0,18.0,15.63757479761081,61.19269170889851,115.48571001356655
5842,College Classroom,222718.0,1942.0,5.0,22.95479742451194,62.98832313181678,74.22043950313417
5843,Community Center,4623.0,1978.0,2.0,10.435216863609316,83.5138312269752,0.0197319881440948
5844,Athletic Field,283.0,1900.0,10.0,22.833625216050567,63.21254000892014,97.93239429573441
5845,"Fire Station, Fire Stations",283.0,2003.0,1.0,23.3684796234542,71.62822019494625,28.115056916077453
5846,Public Service,861524.0,1979.0,9.0,11.818099817705926,62.38894698060584,37.16216991699417
5847,Residence Hall,268751.0,2009.0,6.0,23.974607091670826,25.5083874959562,146.03839436151077
5848,Student Union,20992.0,1926.0,12.0,9.145969858928106,28.10058688275949,136.07109716538974
5849,Retail Store,7528.0,1924.0,8.0,24.23014146937647,29.2423474346636,60.70993468035166
5850,Retail,1920.0,1935.0,3.0,9.514870107305082,70.79923730162241,157.14973511543067
5851,Social/Meeting Hall,409101.0,1959.0,27.0,15.57154753670265,61.93948391669147,111.53585469499568
5852,Industrial,2279.0,1957.0,1.0,9.624121791872774,50.90663381550788,50.61916811498112
5853,Park,27605.0,1950.0,1.0,23.458674284011796,71.64947478644505,0.0197319881440948
5854,Community Center,283.0,1969.0,1.0,10.761136934999904,84.06137464210074,0.0197319881440948
5855,Student Union,614339.0,1902.0,9.0,10.092163317868646,62.93078999747032,927.9825667830983
5856,College Laboratory,161193.0,1969.0,11.0,9.525277969968242,63.80404201883264,168.4201270444825
5857,Restaurant,56001.0,1937.0,7.0,22.262309281536563,62.13959734067787,496.9169333257623
5858,Office,410194.0,1971.0,8.0,12.448667922231373,63.30161571020923,10.527315709087294
5859,Patient Care,146004.0,1982.0,11.0,12.371559815013136,62.54351627255089,390.4389880077067
5860,Research,113418.0,1950.0,8.0,12.105447768394853,79.60529693167676,63.74979922390058
5861,College Laboratory,43595.0,2007.0,6.0,9.045261977013103,73.52817886998233,102.3179861885229
5862,College Classroom,91792.0,1944.0,11.0,9.829534998844045,81.64450774457639,17.520532587548864
5863,Conference Center,287989.0,1987.0,20.0,8.790732946753277,62.27542751843136,939.2279994211087
5864,Laboratory,21989.0,1934.0,3.0,9.865377703596833,68.23135167319947,25.920476414802696
5865,Police Station,46644.0,1917.0,8.0,10.025771104762077,62.18531267147419,123.84422270414697
5866,Restaurant,25132.0,1961.0,7.0,24.372742279929106,25.5083874959562,2.8941460480076096
5867,Sports Stadium,22102.0,2003.0,30.0,25.075584311937067,25.6797497792156,242.40194703193956
5868,Museum,71647.0,2001.0,23.0,23.851018640975436,26.35800474675024,131.47595385945934
5869,Lodging/residential,303329.0,1995.0,11.0,14.96388897128231,70.16533991301091,202.4261690581542
5870,Museum,79457.0,1949.0,8.0,23.86351721905345,26.61165223344589,15.941113105259745
5871,Other - Public Services,458905.0,1907.0,10.0,15.769378178740775,61.57372571270671,478.5165450988181
5872,Fire Station,21092.0,2008.0,12.0,15.555443064946479,61.68285751801662,65.64498495614836
5873,"Fire Station, Fire Stations",8340.0,1958.0,2.0,22.94507329624547,71.12616068873001,24.133219885276187
5874,Entertainment/public assembly,109158.0,1930.0,2.0,15.158482371821632,71.20610286974599,28.64883597985075
5875,Data Center,63530.0,1948.0,3.0,9.91264562027648,63.33912870055008,67.5183817256079
5876,Conference Center,24392.0,1999.0,9.0,15.237909128820789,62.84172567315451,1094.1763962507766
5877,Other - Public Services,14674.0,1948.0,8.0,15.469267579191222,62.3779850885212,59.52675344717608
5878,Office,92426.0,1907.0,8.0,9.912962490001007,63.56860759241045,157.3256383728017
5879,Park,283.0,1926.0,1.0,22.173542983805728,71.49237709691599,0.0197319881440948
5880,Entertainment/public assembly,283.0,1906.0,2.0,15.092560542920925,71.27107349974455,37.97016697216039
5881,Other,3189.0,2000.0,1.0,24.82275864183196,70.72573424731046,10.800299292178831
5882,Housing,199501.0,1972.0,7.0,13.181645907095131,63.54165279908535,110.5986649113373
5883,College Laboratory,246208.0,1995.0,17.0,24.39211575805132,25.5083874959562,137.28376274053596
5884,Technology/science,316232.0,2004.0,5.0,8.32227831582387,63.23131428289767,247.8790588818065
5885,Education,16464.0,1968.0,4.0,15.21079633976939,71.53821604063847,41.69600030096301
5886,Research,694778.0,2004.0,10.0,12.350389663392301,62.13003373256671,287.1069947169545
5887,Other,283.0,1933.0,3.0,10.567236889753266,71.74227065737006,16.512847254632533
5888,Animal Shelter,23227.0,1915.0,7.0,9.534555110273857,64.72046928794418,13.94601797063713
5889,Office,202910.0,1921.0,9.0,9.689425103471285,84.17497873648375,105.18469325569849
5890,"Park, Community Centers",17279.0,2006.0,1.0,9.161094231315914,71.28451997735303,34.36812771796077
5891,Library,24740.0,1980.0,12.0,15.781666357946342,61.81623471424506,23.396538097021274
5892,Other - Public Services,29536.0,1913.0,9.0,15.689485063677143,61.394053380737,93.40843539037667
5893,"Community Center, Community Centers",15806.0,1905.0,1.0,22.027450843610332,71.35053039328857,13.357882684685059
5894,Museum,45969.0,1959.0,6.0,9.957679943272865,71.3025214888946,22.842262091367687
5895,Fitness Center,73925.0,2004.0,9.0,24.26552757744142,26.01436100853124,65.75059258410538
5896,"Performing Arts, Community Centers",15334.0,1976.0,10.0,21.56470789061561,71.55734190572333,60.824935810887624
5897,Hotel,14980.0,1936.0,2.0,10.06911813959572,84.17497873648375,25.191795399456886
5898,Other - Public Services,12175.0,2014.0,4.0,15.908490663213026,62.42038148916607,23.456109835454356
5899,Fitness Center,43318.0,1962.0,10.0,24.02490830562967,25.5083874959562,16.79439438709492
5900,Sports Facility,14898.0,1955.0,1.0,10.425628532078697,82.26871088739844,46.813138556182636
5901,Lab Building,8555.0,1961.0,6.0,9.484889614531985,62.88816183214968,97.02791101740554
5902,Ice Arena,20667.0,1961.0,4.0,10.45236407347004,61.88724948875537,55.750516378493685
5903,Chapel,10491.0,1911.0,3.0,23.91621647489454,27.69955518216228,4.407328493340238
5904,Warehouse (Conditioned),201683.0,1976.0,4.0,9.022339173949076,79.63035545436078,91.08618015373541
5905,Auditorium,41863.0,1966.0,13.0,23.78557540436521,28.68794258462138,62.408320296638166
5906,"Fire Station, Fire Stations",103143.0,1919.0,1.0,23.074039379391618,71.06299902882309,33.15605015289642
5907,Restaurant,244636.0,2013.0,14.0,21.90656589722396,71.64763391292048,144.49995981465736
5908,Parking: Open Air Ramp,160039.0,1968.0,18.0,22.137593833273417,62.48442076151154,43.310580806132904
5909,Housing,100287.0,1930.0,4.0,12.589968353751512,62.58306240300841,34.528827076119896
5910,Sports Stadium,804657.0,1928.0,24.0,22.225495782336488,62.19329798976266,1111.912357794712
5911,College Laboratory,344944.0,1973.0,26.0,23.273666181532967,25.5083874959562,176.99289680328252
5912,Other - Lodging/Residential,283.0,1960.0,9.0,16.0463395114583,61.76954742045402,41.998893213574455
5913,Other/Specialty Hospital,22514.0,1968.0,16.0,15.540506251194872,61.83695931604587,153.65954922612943
5914,Academic,163372.0,2000.0,3.0,11.442812812133555,47.11635092202587,52.00919411556485
5915,Academic,85567.0,1907.0,4.0,9.833299363601203,43.53232035806424,111.10042763279907
5916,Greenhouse,19294.0,1973.0,3.0,10.986624307240259,83.03508676501332,36.58314420989348
5917,Greenhouse,52855.0,1959.0,5.0,9.570482512091681,80.00356626646247,21.100536319652196
5918,Classroom,39455.0,1934.0,6.0,10.220219940365016,71.12381011571526,106.67480355614016
5919,Other - Recreation,29348.0,1931.0,14.0,15.733842416563485,62.09658239484788,0.0197319881440948
5920,Senior Care Community,11381.0,1964.0,2.0,10.22412413325056,63.13659099354518,18.222366634148955
5921,Athletic Field,16485.0,1961.0,8.0,9.652789094220378,26.86692460531828,97.53974970085584
5922,Dining,398227.0,1905.0,22.0,23.045367557207243,63.43914524560871,464.4155674059623
5923,Athletic Field,12064.0,1933.0,9.0,22.764575475939637,63.53825477884961,42.88718181842694
5924,Greenhouse,11461.0,1965.0,2.0,10.254436215742098,84.17497873648375,29.150717302183413
5925,College Classroom,40186.0,1938.0,12.0,24.290328945262956,27.08352460541155,25.726153242731712
5926,Primary/Secondary Classroom,11896.0,1974.0,2.0,10.474669471631495,84.17497873648375,0.0197319881440948
5927,Housing,5466.0,1978.0,6.0,13.197136959115197,62.57921137071956,370.09883950613755
5928,Sports Facility,25670.0,2004.0,2.0,25.075584311937067,26.32244681084644,61.89694513025519
5929,College Classroom,128683.0,1908.0,16.0,9.339136566521816,63.27161796064382,128.37763242340287
5930,Hospital (General Medical & Surgical),83723.0,1952.0,13.0,15.714461415549195,61.72837338596159,155.01940374750913
5931,Health Services,59611.0,2017.0,10.0,15.779891282160339,62.23939468694599,51.19380922872102
5932,Library,86536.0,1970.0,9.0,15.654922122315538,82.38229162163145,104.26941574563668
5933,Park,283.0,1968.0,1.0,24.099464327661142,71.25592256298498,0.0197319881440948
5934,Police Station,32868.0,1982.0,11.0,12.876401786017299,62.37553631391555,111.35386919622555
5935,Dormitory,88986.0,1936.0,10.0,22.004249422884683,74.31671200168836,113.45321858529636
5936,Fitness Center,32812.0,1997.0,11.0,24.59874796537404,26.64082946387562,59.644113175810546
5937,Office,58526.0,1956.0,10.0,15.440491353934737,63.61968895861812,53.662019824455136
5938,Library,19731.0,1958.0,8.0,15.493046224103534,62.29115501335924,104.85357258564966
5939,Fire Station,28890.0,1986.0,11.0,15.579573445482374,61.88604909003846,5.355279291587497
5940,Patient Care,15621.0,1955.0,6.0,12.193093963400083,63.30320029212004,346.5608378851145
5941,Campsites,4641.0,1918.0,1.0,10.032540557458162,82.96464192176336,12.601930184092975
5942,"Fire Station, Fire Stations",16983.0,1920.0,3.0,22.989281017698165,71.89330132395818,20.791077811475265
5943,College Laboratory,344822.0,1926.0,21.0,8.306599041407592,63.13795820576086,129.04995994973058
5944,Research,31766.0,1975.0,7.0,12.96952076428198,62.87493622875733,53.72172943338472
5945,Hospital,156002.0,1973.0,5.0,12.183066917091995,73.24454205944389,287.5612585782139
5946,Greenhouse,283.0,1969.0,1.0,9.474822335826461,82.04374533659586,6.273210152345889
5947,Office,17606.0,1986.0,5.0,9.839778885973072,83.97766389390371,96.17082176729481
5948,Retail,11728.0,1958.0,2.0,9.495382095501519,70.57317762990505,52.80402771405703
5949,Central Plant,9913.0,2002.0,5.0,24.034481569836153,62.40164390226915,70.75291392955867
5950,Animal Kennels,6783.0,1920.0,1.0,22.782054644363438,63.33158324311893,5.225955208001576
5951,Other,26246.0,1973.0,19.0,22.921565908652937,71.19897140097217,51.977704631687544
5952,Community Center,10753.0,1972.0,1.0,11.10879858704295,83.35156366815518,0.0197319881440948
5953,Athletic Field,8207.0,1937.0,11.0,21.438680950255296,63.56263069401457,54.200878911003485
5954,Support,186474.0,1972.0,8.0,13.787552445372386,63.18494986102336,220.32053490085065
5955,Fitness Center,44173.0,1947.0,9.0,24.537841965521828,25.5083874959562,54.77047524852182
5956,Parking: Open Air Ramp,61860.0,1900.0,2.0,10.072179583295187,84.17497873648375,0.0197319881440948
5957,K-12 School,36599.0,1917.0,13.0,15.63955268637705,61.91610939466591,17.917358149398957
5958,Education,28247.0,1954.0,1.0,14.989073940618876,71.71572419975702,21.872625899770924
5959,Other - Lodging/Residential,19282.0,1918.0,6.0,15.60151575580148,61.68444466066096,43.813951289775915
5960,Office,185870.0,1945.0,6.0,9.74857600892437,84.17497873648375,95.41651405798919
5961,Park,283.0,1958.0,2.0,22.627818812000985,70.97453709869987,0.038852738843512924
5962,Police Station,18387.0,1906.0,9.0,15.73193979261003,61.84180071202898,8.568848948633757
5963,Residence Hall,133504.0,1945.0,7.0,10.382065793021772,71.15809463029377,50.55888807030422
5964,Laboratory,84173.0,1927.0,6.0,15.60672955855947,62.04834146743988,60.838158915682925
5965,"Community Center, Community Centers",23839.0,1922.0,1.0,22.8149826813328,70.97185671457797,77.20528743915949
5966,Non-Refrigerated Warehouse,39979.0,1963.0,1.0,15.492988155075418,61.91344257359984,75.20535203750117
5967,Dormitory,76942.0,1920.0,3.0,9.97151935726203,71.07013216191855,76.58927293467728
5968,Maintenance Repair Shop,167728.0,1940.0,11.0,9.153897138775235,63.75715923132724,241.38904154202805
5969,College Classroom,64498.0,1934.0,3.0,21.848530102988203,48.21806565793865,49.09869109741544
5970,Research,168479.0,1955.0,12.0,22.9030144421098,61.50788208349488,199.18927762749468
5971,Primary/Secondary Classroom,7425.0,1970.0,1.0,9.349819517439352,82.87370238095694,0.0197319881440948
5972,Sports Stadium,57152.0,2005.0,9.0,24.462450550639414,63.24622111760078,178.54840104814588
5973,Fitness Center,66069.0,1953.0,5.0,24.215753794738667,71.73690652113729,36.25746332942512
5974,Auditorium,57055.0,2013.0,7.0,22.231479725580158,63.34537301269071,88.80184686819086
5975,Academic,82555.0,2000.0,4.0,9.414122562527934,62.48766777163259,364.0744729127008
5976,Residence Hall,401218.0,2000.0,28.0,25.023908226593047,70.8500979955958,182.78711322845794
5977,Sports Facility,85154.0,1942.0,1.0,13.511880884378478,83.21667935744921,177.95076249458396
5978,Fire Station,9744.0,1920.0,10.0,15.956880842786095,61.29195898332511,18.53057729749306
5979,Other,14571.0,2014.0,6.0,22.505395923615346,71.6958897664499,0.05190447917987484
5980,Conference Center,90011.0,1978.0,7.0,8.671665475639323,63.74166650079156,162.8990818919428
5981,Urgent Care Center/Clinic/Other Outpatient Office,72351.0,1979.0,5.0,15.42944614591722,62.41694658064922,53.03430090634663
5982,Museum,44363.0,1907.0,10.0,23.841575393403755,82.66546825295075,35.384576786379725
5983,Hospital (General Medical & Surgical),798957.0,2000.0,27.0,15.394825944393132,62.52683842996296,1655.801255857467
5984,Retail,37346.0,2011.0,2.0,23.63334608049964,71.64767502127188,35.44754426606602
5985,Technology/science,21742.0,2015.0,2.0,15.284413968904692,63.18775298627725,49.37954721832428
5986,Patient Care,38111.0,1975.0,13.0,12.554356911366922,62.4073499070663,64.70691721360579
5987,College Laboratory,163208.0,1999.0,19.0,23.366826675634794,74.44995785325244,326.30257287064023
5988,"Community Center, Community Centers",22392.0,1966.0,1.0,10.021243123584412,70.8795702913309,45.481379663529864
5989,Primary/Secondary Classroom,9990.0,1966.0,2.0,10.782750643088859,84.17497873648375,0.0197319881440948
5990,Parking: Enclosed Garage,243823.0,1944.0,9.0,9.88802741100063,63.91502186895209,361.4981710438127
5991,Parking Garage,375122.0,2001.0,16.0,22.787007607392503,71.19800365498159,9.070575947545763
5992,Swimming Pool,13489.0,1964.0,5.0,15.346402539522103,62.58724640382049,108.79493819133972
5993,Worship Facility,17983.0,1975.0,9.0,10.137977782821777,62.58751737515576,30.03310269531382
5994,Primary/Secondary Classroom,21431.0,1984.0,2.0,10.951857083519538,83.66270511394313,0.0197319881440948
5995,Greenhouse,47622.0,1946.0,2.0,9.561659494230732,84.1003107090379,34.99615470263069
5996,School,28080.0,1926.0,2.0,10.211357149379795,83.08388610872518,124.02686581082862
