,building_type,sqft,yearbuilt,numberoffloors,airTemperature,humidity,power_consumption
5181,Dining,86248.0,1961.0,6.0,10.369229838625532,62.91647174528254,86.91955743066634
5182,Other - Recreation,9022.0,1973.0,9.0,15.367928419195987,60.65877054149707,28.502436352189815
5183,Auditorium,22653.0,1927.0,5.0,12.344330671271337,62.62267415474324,55.5007528541051
5184,"Park, Community Centers",76767.0,1981.0,9.0,15.498497864222001,71.17154099269806,117.16891244782529
5185,"Community Center, Community Centers",18724.0,1908.0,1.0,22.580347664678357,70.88993400162778,1.698578088792864
5186,Non-Refrigerated Warehouse,4659.0,1975.0,11.0,15.591447860000898,62.35030304674618,42.53108498161117
5187,Parking: Open Air Ramp,146235.0,1954.0,2.0,9.942454084791642,64.04543101112554,92.79442902439577
5188,garage,230576.0,1930.0,2.0,9.808869106954983,64.43923428804158,51.89186270659587
5189,Parking: Enclosed Garage,24517.0,1974.0,10.0,10.37378789419617,63.97183839970321,53.20456995662668
5190,Hotel,15683.0,1924.0,6.0,10.317377262139757,62.22997924656366,0.0197319881440948
5191,Parking: Open Air Ramp,418182.0,1965.0,10.0,10.020421450602804,63.97574326036101,376.87186503377717
5192,Student Union,23878.0,1927.0,7.0,23.40681896501928,25.77581499289524,23.412811250783612
5193,Office,11740.0,1902.0,6.0,22.764035446169668,63.61242969025005,17.908610821363695
5194,Community Center,283.0,1952.0,1.0,12.943307568535692,81.14670025651948,0.0197319881440948
5195,Ice Arena,49447.0,1916.0,7.0,21.393276300709296,63.72782159452034,22.89523037437306
5196,Sports Stadium,147900.0,1954.0,8.0,11.21526130954044,71.59191888272238,113.68739897365523
5197,Services Plant,283.0,1926.0,2.0,23.74379419258504,25.5083874959562,16.85125990024956
5198,K-12 School,192043.0,1924.0,10.0,15.534769162272676,70.94866674938434,269.0116999068501
5199,Social/Meeting Hall,13188.0,1925.0,10.0,15.683154529569217,61.61718103501047,46.627560667208925
5200,Other - Lodging/Residential,283.0,1902.0,8.0,15.679562082587365,61.09165130246702,28.40402526444823
5201,K-12 School,224216.0,2010.0,16.0,15.668752149191102,61.74732790693136,134.4511604922636
5202,"Fire Station, Fire Stations",27933.0,1911.0,1.0,11.05037129853389,71.22504930334095,0.0197319881440948
5203,Retail,65991.0,1976.0,6.0,9.470338202061752,71.17311653264582,24.485950503177104
5204,Campsites,114559.0,1923.0,9.0,11.960168642533963,62.45347558445177,42.26261252340093
5205,"Performing Arts, Community Centers",13836.0,1922.0,1.0,12.129860561572897,62.40488069380793,0.0197319881440948
5206,Classroom,107960.0,2003.0,9.0,22.551459114124583,71.53696371579927,61.19293485251496
5207,Classroom,48069.0,2005.0,7.0,22.80926467163405,70.85284466694382,76.77090494637929
5208,Swimming Pool,19439.0,1925.0,7.0,15.685437989774185,61.91453386248146,0.0197319881440948
5209,College Laboratory,198759.0,2006.0,24.0,24.408033037770725,62.73185613919392,175.9663353075052
5210,Parking,93856.0,1987.0,3.0,15.216870945262665,70.44800884933531,5.443496764386001
5211,Other/Specialty Hospital,230255.0,1948.0,3.0,11.267626781236277,63.14450148903076,10.798237199512727
5212,Gymnasium,72918.0,1945.0,1.0,9.941257516250804,71.63506743715008,56.24371497217654
5213,Police Station,12754.0,1921.0,10.0,15.615768906766945,61.95731218000198,43.54952427913855
5214,Gymnasium,28060.0,1970.0,4.0,9.891977315678519,71.44166055678467,0.21939220743447407
5215,College Laboratory,274786.0,1971.0,11.0,8.3707918269442,63.35289529599629,343.3427659024615
5216,Swimming Pool,1601.0,1974.0,8.0,9.912759472297996,61.7206056438298,62.29791673499276
5217,Other - Public Services,283.0,1928.0,13.0,15.738878816446922,61.44954636274607,155.53544403254392
5218,Animal Kennels,8914.0,1980.0,1.0,10.59418232509465,71.57514988994902,172.28784094677013
5219,Library,108302.0,1940.0,20.0,15.446021323149129,61.79940146429696,213.9973198886063
5220,Classroom,83890.0,2014.0,15.0,25.075584311937067,70.85262562263884,31.952823874485404
5221,Fitness Center,37901.0,1930.0,8.0,9.760167752167533,63.37682291647297,46.45168990734926
5222,Dormitory,111927.0,1925.0,4.0,9.837521304137299,72.70968243128587,69.32842518244155
5223,Student Union,97384.0,1920.0,24.0,9.027467218952467,63.3811215350288,1202.3523385945641
5224,Athletic Field,15785.0,1910.0,6.0,22.01088215174099,72.13559568412826,0.0197319881440948
5225,Support,18742.0,1972.0,4.0,13.410688280318125,62.28034563654687,34.99716242483896
5226,Dormitory,17483.0,1970.0,16.0,24.540524637758164,26.12946818917348,56.29207451837928
5227,Classroom,57128.0,2011.0,6.0,15.99316718076594,71.51323536809137,147.69489022184027
5228,Primary/Secondary Classroom,9004.0,1970.0,1.0,11.750692635459039,84.17497873648375,16.07945126336557
5229,Multifamily Housing,45851.0,1977.0,5.0,10.627164620393229,83.60738912659784,47.63833038575278
5230,Entertainment/public assembly,4518.0,1910.0,1.0,15.096788575417586,70.96552052848314,4.464891739361569
5231,Office,73425.0,1970.0,7.0,10.27888726535641,63.38278568848619,57.51998222361186
5232,Primary/Secondary Classroom,16850.0,1972.0,1.0,11.183256180787723,83.26031028108373,8.58619523218066
5233,Housing,42452.0,1916.0,6.0,13.610801079441277,61.57175605414737,44.497465014473406
5234,Academic,82938.0,1948.0,1.0,11.898690104046377,38.97412414794594,44.80487470005508
5235,Parking,19060.0,1973.0,1.0,15.330710527860687,70.5586660495873,19.708535340093093
5236,"Performing Arts, Community Centers",21796.0,1936.0,2.0,24.716144725187327,25.5083874959562,0.0197319881440948
5237,Prison/Incarceration,21917.0,1973.0,5.0,15.743884724489439,70.79726516152303,35.55206502572801
5238,Classroom,111453.0,2011.0,9.0,23.042302505021652,71.16270175380023,69.18673875255581
5239,College Classroom,144770.0,1917.0,10.0,24.225192571014393,25.99065157493384,150.7509576027029
5240,Park,283.0,1906.0,2.0,24.29967488161619,25.5083874959562,0.0197319881440948
5241,"Fire Station, Fire Stations",283.0,1919.0,1.0,22.729872401151063,70.51813383003417,0.0197319881440948
5242,Primary/Secondary Classroom,31080.0,1900.0,1.0,9.954652721925257,84.17497873648375,0.0197319881440948
5243,College Classroom,558917.0,1920.0,16.0,8.9048416788737,62.79279417479517,607.1884618103259
5244,Entertainment/public assembly,283.0,1918.0,1.0,14.85564305234929,71.78001172958044,8.887457594096514
5245,K-12 School,42135.0,1941.0,19.0,15.878356037851358,62.47099072046223,20.674544201910614
5246,Urgent Care Center/Clinic/Other Outpatient Office,114032.0,1920.0,3.0,9.589805698202921,62.6274372667877,421.99057154372974
5247,Office,14944.0,1972.0,4.0,11.482631120832291,84.17497873648375,0.0197319881440948
5248,Patient Care,69637.0,1929.0,10.0,13.688878068618866,63.83969947983254,51.49256731711628
5249,College Laboratory,124665.0,1989.0,9.0,23.921053630447062,29.46710526257404,138.21104955900304
5250,Non-Refrigerated Warehouse,38786.0,1922.0,6.0,10.928569649934808,62.76050145726096,42.78458782891685
5251,Animal Kennels,58843.0,1924.0,3.0,10.516388820297498,63.49647901393372,47.34667002939695
5252,Other - Recreation,22282.0,1910.0,6.0,15.480601324814884,62.11834393916172,17.494922790067488
5253,Dormitory,116908.0,1940.0,6.0,10.34847715799679,71.61728502220947,116.61579081240647
5254,Park,6639.0,1911.0,1.0,21.488331084392563,71.38334145739637,17.997702012148707
5255,Public Service,82649.0,1993.0,4.0,11.142830593946101,62.21320580736155,100.79129533067818
5256,Retail,22529.0,1916.0,9.0,22.62229443147465,70.76223820364466,81.27973099358772
5257,Maintenance Repair Shop,19663.0,1979.0,7.0,9.021808155154254,84.17497873648375,76.94526490813004
5258,Park,42798.0,1909.0,1.0,10.92301412749054,71.14263318060482,29.972975711192944
5259,Parking: Open Air Ramp,109454.0,1908.0,8.0,12.14448843583968,63.10526112463246,130.21975609049593
5260,Education,283.0,1957.0,6.0,15.028619228869882,70.98525242218095,22.95923124411498
5261,Warehouse (Conditioned),92579.0,1985.0,9.0,10.573645132564288,75.84547849059928,15.723277554226243
5262,Classroom,84592.0,2008.0,6.0,23.136691274197002,70.83235898392007,91.86816995836232
5263,Police Station,81871.0,1964.0,12.0,10.293588342290391,61.62040080244685,64.86842909320247
5264,Patient Care,294576.0,1921.0,13.0,15.51482644755305,62.68644188069412,61.5070362706772
5265,Prison/Incarceration,283.0,2002.0,2.0,15.585867644383281,62.49225333244183,36.55327024068639
5266,Office,9036.0,1902.0,12.0,10.012114860171646,63.58245458575572,10.888816468647295
5267,Housing,27899.0,1901.0,5.0,11.851252187011115,63.74967899870729,47.9151594612194
5268,Library,34380.0,1975.0,13.0,15.614156058809204,62.18691274108011,120.03415627322826
5269,Education,123713.0,1954.0,10.0,14.914998032890779,71.3205602715001,122.35175833959845
5270,Dining,30563.0,1966.0,3.0,25.075584311937067,25.5083874959562,24.43251243958279
5271,Retail Store,6881.0,1914.0,5.0,15.720071381464527,63.03095191082164,0.0197319881440948
5272,Maintenance Repair Shop,67454.0,1920.0,7.0,9.546582307771159,84.17497873648375,20.53569314119371
5273,Research,57607.0,1960.0,23.0,12.573706467960559,62.8125712982519,515.2506003983922
5274,Academic,141253.0,1917.0,3.0,12.144280797379622,40.8039498034028,82.29589704836602
5275,Patient Care,103641.0,1947.0,13.0,12.225045850060035,63.86935807012054,66.23314293056266
5276,Residence Hall/Dormitory,22125.0,1962.0,4.0,13.918208651974913,43.9122923057461,28.510035002270154
5277,Fire Station,1878.0,1982.0,17.0,15.701963351235696,61.64329971618958,79.46561681783342
5278,Industrial,22018.0,1906.0,2.0,10.786824931183402,82.4538595445268,11.658044969683257
5279,Support,166522.0,1981.0,3.0,12.982381744791732,70.65280363776257,317.1296439678463
5280,Warehouse,63923.0,1973.0,1.0,10.3226015632352,70.63139977328429,78.05707174693873
5281,Library,791110.0,1930.0,25.0,10.309882934371341,62.44121568006338,216.2511953865521
5282,Hospital,124570.0,1965.0,4.0,12.623258179952554,75.1659778286902,127.28349250251453
5283,Museum,144847.0,2013.0,4.0,12.470339982512744,62.43979486023838,43.276944842356
5284,Swimming Pool,11343.0,1915.0,6.0,11.860060783437289,62.17424500680324,73.25533665960984
5285,Library,346356.0,1908.0,12.0,24.29067599319486,62.52404361590281,360.7997235527445
5286,Other - Recreation,15508.0,1914.0,9.0,15.817707936778778,60.94090974022544,0.0197319881440948
5287,Office,283.0,1950.0,7.0,11.261585606754185,26.03355665223639,37.651395558633766
5288,"Office, Fire Stations",283.0,1970.0,2.0,15.460380297090584,61.19447716598549,0.0197319881440948
5289,Hotel,125435.0,1923.0,2.0,9.71376487181156,84.17497873648375,0.0197319881440948
5290,College Laboratory,190530.0,1998.0,29.0,24.174212848087244,25.5083874959562,673.0346186949738
5291,Other - Public Services,14614.0,1901.0,10.0,15.955021329041541,62.09601130134115,77.26637766914581
5292,Maintenance Repair Shop,267563.0,1964.0,10.0,8.934557133471536,64.62182244282171,158.3413632174984
5293,Library,23716.0,1976.0,5.0,15.730914842517041,61.83065443266339,75.39573791247287
5294,Research,104476.0,1944.0,7.0,12.78653450943348,63.17433042797587,81.2588823611122
5295,Sports Stadium,114837.0,1977.0,10.0,23.450673243303793,71.02659275653679,0.0197319881440948
5296,Residence Hall/Dormitory,113110.0,1926.0,4.0,10.408728759727415,43.606568277945,303.9821050586846
5297,Dormitory,29993.0,1919.0,8.0,24.21083122517505,25.5083874959562,54.03537179211166
5298,"Performing Arts, Community Centers",283.0,1984.0,1.0,15.295589668342288,83.58626427588716,0.0197319881440948
5299,College Laboratory,44764.0,1904.0,17.0,24.51375037000518,71.08512015025742,44.467004410676864
5300,Retail,19110.0,1916.0,2.0,15.513551897436082,82.2188574397099,7.656983307777164
5301,Office,56766.0,1905.0,23.0,15.386324374488206,62.4858608487728,299.3511895734028
5302,Public Service,56905.0,1923.0,9.0,13.986543552714366,83.58066026224331,18.128930421521563
5303,Stadium,46457.0,1992.0,10.0,22.842440288749913,71.39025983486646,5.756902265656379
5304,Technology/science,54221.0,1947.0,12.0,22.788001533172782,72.0510346258468,49.5383694256621
5305,"Park, Community Centers",283.0,1900.0,2.0,22.57934961785464,70.36348842626155,19.704093606229133
5306,Residence Hall,41969.0,1922.0,4.0,23.273395732036242,71.35219289051454,53.683341705782155
5307,Classroom,138553.0,2006.0,5.0,22.8097442885067,70.81833492120774,125.26168035672139
5308,Library,113066.0,1999.0,22.0,15.363666526286469,62.4058665021979,34.47841424640186
5309,"Recreation Center, Community Centers",187867.0,1912.0,5.0,22.674217345160642,62.08640267686842,142.15004053578087
5310,Office,8960.0,1916.0,9.0,10.000059106515822,63.36978349827073,127.87924975988768
5311,Maintenance Repair Shop,31817.0,1926.0,4.0,21.806440624607934,64.00081147000907,0.0197319881440948
5312,Museum,125039.0,1912.0,16.0,21.897030955684354,61.98149884424033,85.37348891470518
5313,Museum,206722.0,1977.0,4.0,9.247624470948752,72.14989797044502,415.8085741757516
5314,Patient Care,21130.0,1924.0,9.0,12.38291349874441,62.32419126486549,59.97901664141985
5315,Conference Center,232985.0,1907.0,18.0,15.425710233518451,63.45826209288707,31.29153770256514
5316,Office,52303.0,1975.0,5.0,9.309054002470814,62.65968040895071,52.028238020983416
5317,Dormitory,121964.0,1940.0,24.0,10.406341530900802,63.51800638982464,28.50510696155141
5318,K-12 School,170413.0,1969.0,12.0,15.602073246169674,61.60758027004779,43.75004868474946
5319,Other,1188.0,1971.0,2.0,22.60744240807691,70.82491514903201,0.0197319881440948
5320,Residence Hall,122165.0,2010.0,5.0,22.693524387979846,70.9293948642841,62.53636881833334
5321,Student Union,16471.0,1916.0,18.0,25.038758995816337,27.4424373689465,65.67975606984461
5322,Public services,95402.0,2011.0,3.0,15.042795998972455,71.00135630123481,114.36367501483817
5323,Other,32392.0,1971.0,1.0,23.106462394478246,70.9756877623727,0.0197319881440948
5324,Other - Public Services,24981.0,1916.0,15.0,15.92743263647911,61.09575773644184,10.80664664228252
5325,Fire Station,3077.0,1954.0,11.0,15.8549540992702,62.06255358036562,16.754450803105186
5326,"Fire Station, Fire Stations",1856.0,1911.0,1.0,22.482714037828064,71.13027740163459,221.8304234383013
5327,"Community Center, Community Centers",283.0,1921.0,3.0,22.98412051473351,71.28315588949937,23.966122883472146
5328,Lodging/residential,5947.0,2017.0,1.0,21.42378401274024,71.6109912010368,17.10546553455802
5329,Hospital (General Medical & Surgical),33800.0,1904.0,6.0,15.739123732804744,62.53901001237599,26.348606074790656
5330,Market,416314.0,1907.0,6.0,10.293148911739697,63.06260578532828,1027.0339832051561
5331,Office,54064.0,1966.0,9.0,9.634973230973767,62.86062228012567,179.38262896707636
5332,College Classroom,29172.0,1928.0,6.0,22.775559717439364,27.04601384642588,45.33546162080023
5333,Education,219046.0,1986.0,2.0,14.81346476630798,71.1707241736845,43.44924432407963
5334,Student Center,58295.0,2013.0,9.0,21.80691573568533,62.76204793144771,205.15809835738662
5335,Classroom,177688.0,1999.0,7.0,22.869563384403985,71.01648311512002,56.47435504549709
5336,Data Center,16783.0,1988.0,15.0,24.26800190362199,27.90836078847869,406.079381481509
5337,K-12 School,148621.0,1961.0,10.0,15.738403108559854,62.59257248902063,138.9301251291337
5338,Community Center,283.0,1969.0,1.0,12.020106909651048,81.5586562214705,0.0197319881440948
5339,College Laboratory,104437.0,1919.0,3.0,10.107552310648977,71.20747223368537,83.37632475706724
5340,Ice arena,77018.0,1947.0,1.0,12.443356256500492,84.17497873648375,48.03064454168235
5341,Student Union,104685.0,1908.0,9.0,15.274493581151727,63.23297851885775,806.8817447082173
5342,Library,91463.0,1995.0,22.0,9.669524837158926,62.34017509892215,243.45616118523327
5343,Athletic,179392.0,1972.0,3.0,12.562332038753569,63.20325961305358,103.6325577511227
5344,College Laboratory,117842.0,2008.0,4.0,9.887281933980503,62.47951770959074,362.61110260406514
5345,"Fire Station, Fire Stations",283.0,1909.0,2.0,22.988276438938986,71.08945836316607,2.416977913622677
5346,Education,9729.0,1975.0,6.0,15.031747072186821,70.99789493450241,52.98905960968322
5347,Other - Public Services,3073.0,1917.0,8.0,15.8554213580589,61.37304893330434,0.0197319881440948
5348,Senior Care Community,283.0,1962.0,5.0,15.61146246797493,61.51280930188295,0.0197319881440948
5349,Health Services,83665.0,1950.0,9.0,9.713965132280174,63.51886467677469,33.02807675895474
5350,Entertainment/public assembly,49086.0,1985.0,1.0,14.824327683935621,71.15895849198218,30.490412084598063
5351,Primary/Secondary Classroom,112234.0,1960.0,8.0,10.614283775653448,84.17497873648375,74.10072940407458
5352,Hospital (General Medical & Surgical),458874.0,2005.0,19.0,15.770603869386104,61.42330128926479,106.8143641277172
5353,Primary/Secondary Classroom,22860.0,1967.0,2.0,10.942303698933541,83.4944198242088,8.416485296697655
5354,Gymnasium,124973.0,1981.0,5.0,9.808074789392915,73.99387011879605,42.70182997159136
5355,College Laboratory,57526.0,1978.0,7.0,21.520864981405335,74.4150730989952,105.90681826834305
5356,Other/Specialty Hospital,67172.0,1971.0,23.0,15.598149591306898,62.18865975724545,67.74103356453742
5357,Greenhouse,6247.0,1940.0,1.0,10.764318265894453,62.82690192348567,18.07426754343893
5358,K-12 School,49059.0,1966.0,16.0,15.940828133719746,62.20352363779008,601.0057864020064
5359,Maintenance Repair Shop,36607.0,1940.0,7.0,21.555054797698666,63.32628598223398,13.148523691487725
5360,Public Service,15079.0,1921.0,4.0,13.088810913045391,62.04487192320833,0.0197319881440948
5361,Education,2036.0,1975.0,5.0,15.272770051080295,71.37347595392549,61.724071040373
5362,Campsites,44593.0,1900.0,3.0,11.390577947735967,63.09679227137303,29.09918141233854
5363,Other - Lodging/Residential,5955.0,1900.0,5.0,15.693060613680252,60.44480537323234,14.224762611222292
5364,"Community Center, Community Centers",22692.0,1982.0,7.0,22.60934477591312,71.25098493662995,75.08609274202811
5365,Classroom,81530.0,1997.0,5.0,23.29722870126539,70.80600138892471,75.1328260388172
5366,Office,134726.0,1906.0,10.0,10.035867090083487,63.89563856474221,64.52548004420345
5367,Dormitory,10449.0,1930.0,5.0,24.602015988464494,25.5083874959562,0.0197319881440948
5368,Office,73589.0,1902.0,8.0,11.993329862246723,63.16448363545372,241.438788855487
5369,Other - Public Services,11580.0,1918.0,7.0,15.745558355432841,61.88803639559318,0.0197319881440948
5370,Classroom,134880.0,2014.0,9.0,25.075584311937067,70.39209050975525,61.6294920702844
5371,Greenhouse,283.0,1982.0,4.0,25.075584311937067,26.46518369923542,64.16612849793268
5372,College Classroom,76067.0,1945.0,8.0,10.037704214664403,62.74032399667832,135.44582734284967
5373,Police Station,47026.0,1913.0,5.0,15.653565400098211,62.60078859323912,71.42442230761097
5374,Other - Public Services,25150.0,2009.0,7.0,15.894370648091595,61.19094401392145,0.0197319881440948
5375,Parking: Enclosed Garage,31151.0,1907.0,9.0,24.085519147831995,29.43960132396854,99.27070023680554
5376,Support,77986.0,1969.0,5.0,11.295789115524949,62.98126373254312,171.67682271641996
5377,Dormitory,344815.0,2006.0,14.0,25.046984537727905,25.5083874959562,182.2893528760585
5378,Central Plant,4003.0,1907.0,9.0,22.802986069919132,63.09744678007564,0.0197319881440948
5379,Entertainment/public assembly,90415.0,1973.0,2.0,15.031987043779692,70.27171527201014,39.60839334750676
5380,College Classroom,54638.0,2017.0,9.0,23.772367731901163,25.5083874959562,123.46415870922606
5381,Other - Recreation,11934.0,1913.0,7.0,15.923695383130676,61.05169497582133,0.0197319881440948
5382,Other - Public Services,283.0,1936.0,6.0,15.735038711987551,62.32748137669515,60.198028172705925
5383,Athletic,66264.0,1926.0,10.0,13.207435188852712,63.22896440745367,88.75046175005208
5384,College Laboratory,9813.0,1924.0,5.0,25.075584311937067,25.5083874959562,63.65457687833376
5385,Maintenance Repair Shop,27895.0,1981.0,1.0,11.01404574060279,83.68279788835204,0.0197319881440948
5386,Residence Hall,130041.0,2004.0,9.0,21.744738923134328,71.37808856338607,94.30654140466702
5387,Theater,434382.0,1931.0,22.0,21.810331497383785,62.28571522893038,339.7557331385704
5388,Sports Stadium,12796.0,1911.0,6.0,10.045707945819217,76.01624220572963,11.866587449758065
5389,Primary/Secondary Classroom,33095.0,1971.0,2.0,11.5128444356856,83.75687640924977,0.0197319881440948
5390,Support,73928.0,1946.0,4.0,23.16329665134136,64.10902803278537,22.60595514359767
5391,Parking Garage,293321.0,2012.0,26.0,25.075584311937067,25.5083874959562,83.89934396723716
5392,Creamatorium,146156.0,1961.0,4.0,11.006424783381467,63.08174162966497,8.617168862988844
5393,K-12 School,61393.0,1953.0,17.0,15.507321587658407,61.07965961052781,159.05214484095066
5394,Community Center,11526.0,1976.0,1.0,12.769685045472981,84.17497873648375,0.0197319881440948
5395,Community Center,283.0,1968.0,1.0,12.330721925972982,83.32670391810548,0.0197319881440948
5396,Theater,283.0,2008.0,6.0,9.570448557213052,62.32353979683307,154.32286515767044
5397,Theater,129463.0,1992.0,6.0,22.165984700430712,71.52693711831007,32.167505799319784
5398,Urgent Care Center/Clinic/Other Outpatient Office,36415.0,1977.0,2.0,11.18886582415407,82.95894759623825,21.545131539641567
5399,Public services,17634.0,1955.0,1.0,15.116421098179163,71.30014602678945,76.0961712338171
5400,Retail,195307.0,1926.0,14.0,22.25635393793092,70.78741961784216,43.081564335396294
5401,Research,80605.0,2008.0,23.0,14.058026692034609,61.82920380182339,442.532700256987
5402,Lodging/residential,71087.0,1921.0,1.0,15.063225445851982,70.85929651738141,0.0197319881440948
5403,Hospital,74237.0,2008.0,4.0,13.107660460525192,71.81071631831847,4.688970537446853
5404,Athletic Field,78676.0,1938.0,12.0,11.25185106375753,71.95248559738053,0.0197319881440948
5405,Maintenance Repair Shop,17132.0,1941.0,6.0,9.007877860688964,63.26313933539539,2.6775056307983007
5406,Classroom,387582.0,2000.0,7.0,10.369180369230229,71.76752520854066,558.5898989103141
5407,Residence Hall,61820.0,2007.0,3.0,21.69152511228275,71.71605097921187,44.896816040904774
5408,Sports Stadium,156179.0,1935.0,12.0,21.815067720588615,71.45668886296114,93.28253309549028
5409,Industrial,39480.0,1977.0,1.0,12.104265531476104,82.20636670043004,52.72459568526037
5410,Gymnasium,160844.0,1918.0,2.0,9.535783257920771,71.2148585324952,159.20411232646296
5411,Research,67509.0,1984.0,5.0,12.908299956253666,71.23811512597695,111.55154169019595
5412,Museum,104328.0,1968.0,7.0,21.66699287524972,62.56520498148059,70.38149854150029
5413,Sports Facility,8871.0,1972.0,1.0,10.922670012435912,82.00512886657934,0.0197319881440948
5414,Other - Recreation,17878.0,1966.0,15.0,15.617339944587147,60.62270911775888,32.763828845905216
5415,"Fire Station, Fire Stations",283.0,1900.0,1.0,22.973728517196403,71.03548805553069,16.42238431930605
5416,Other - Lodging/Residential,5145.0,1902.0,5.0,15.722042429270122,61.96306103820047,18.867879078278243
5417,Dormitory,18934.0,1924.0,2.0,9.33229035358135,74.81021539410072,6.4856061330095045
5418,Other,7816.0,1970.0,1.0,22.660232595125517,71.19674482471115,8.608813423062383
5419,Parking Garage,164459.0,2004.0,11.0,22.793335130778157,70.66459543987598,0.0197319881440948
5420,Dormitory,75414.0,1955.0,2.0,9.63698402887551,71.20395593280372,28.282146191081956
5421,Fitness Center,44573.0,1997.0,7.0,24.620937337769757,71.23632562136824,52.82033978397433
5422,School,31600.0,1915.0,19.0,10.292470970727596,62.86170987984003,123.97970940665085
5423,office,20339.0,1958.0,1.0,15.603841977842432,61.95041348614968,0.0197319881440948
5424,Office,20292.0,1957.0,10.0,10.952257639813682,73.46891012542147,29.625650537978764
5425,Research,52468.0,1962.0,9.0,13.056189846537343,63.70301840328413,32.18460691150038
5426,Fire Station,17654.0,1916.0,7.0,15.641084673623647,61.88070265474246,3.2736190170634494
5427,Manufacturing Facility,128182.0,1971.0,4.0,9.832935469975173,63.05157761242187,40.8642204162922
5428,Lodging/residential,59031.0,2015.0,7.0,14.97269776411509,71.21236722439174,45.78370023668978
5429,Education,42271.0,1968.0,2.0,15.159802768017228,71.03808824211063,125.43594340688223
5430,Sports Facility,80699.0,1946.0,1.0,13.651480319474297,70.57097932649495,42.91564522928583
5431,Other - Recreation,16165.0,1924.0,8.0,15.847875517752898,61.48481692772918,5.124987994420863
5432,Social/Meeting Hall,27565.0,1907.0,7.0,15.37738261628762,61.91221687180098,98.02471888039433
5433,Multifamily Housing,27796.0,1984.0,5.0,11.801762822429126,61.58450730905498,36.657257965796305
5434,Library,24648.0,1980.0,8.0,15.49455932937905,61.76531430681157,19.29022407252465
5435,Manufacturing Facility,195684.0,1923.0,6.0,22.193139076448478,63.05244030923277,79.83968207158287
5436,College Laboratory,55782.0,1931.0,5.0,24.468708569421597,25.5083874959562,34.80186765170948
5437,Police Station,23731.0,1955.0,5.0,15.93000103338952,62.13597328256648,34.40753545756053
5438,Library,682914.0,1914.0,29.0,25.075584311937067,61.88442543082314,626.9235064755532
5439,Park,283.0,1908.0,1.0,24.18547231365227,70.69491727007775,0.0197319881440948
5440,Hotel,22422.0,1981.0,2.0,12.294194528716666,82.15904962046693,1.7365182376184833
5441,Other/Specialty Hospital,71485.0,1978.0,13.0,15.404389041278332,61.97635033169543,50.299056476977896
5442,Library,73710.0,2006.0,8.0,15.706203315187615,62.20489700715668,59.03222079119625
5443,Primary/Secondary Classroom,22458.0,1942.0,2.0,10.82132652937542,83.27998749629013,0.0197319881440948
5444,Student Center,154116.0,1975.0,11.0,21.628419789713156,71.70559581407255,129.55655721498619
5445,College Laboratory,96721.0,1984.0,15.0,12.20391673614647,25.5083874959562,499.8666052898085
5446,Public services,127207.0,1997.0,2.0,15.200229747307478,71.37088367036449,87.17434558495806
5447,Stadium,335450.0,1996.0,12.0,22.45109347341829,70.86819833481023,264.1875787429364
5448,Entertainment/public assembly,283.0,1900.0,1.0,15.039025078224412,71.18421509764893,10.60594207488559
5449,Research,1581.0,1919.0,9.0,14.129403015571532,62.76293077492129,365.3346560612202
5450,Other - Lodging/Residential,18180.0,1969.0,10.0,15.675794107199312,61.84401503076326,60.23492923504183
5451,Other,8270.0,1913.0,9.0,22.73747597016761,71.26068207798865,23.976404799830483
5452,Public Service,31772.0,1913.0,4.0,13.26256779630479,63.84041601109423,0.0197319881440948
5453,Education,63488.0,1934.0,2.0,14.987245090603144,71.53647257739671,111.34517140893901
5454,Conference Center,477995.0,1911.0,9.0,8.420329509925034,64.15511122094404,494.59654178776356
5455,Public Service,11741.0,1982.0,3.0,12.069683178170822,61.6316398307161,0.0197319881440948
5456,Gymnasium,78656.0,1952.0,11.0,12.253493961819899,47.50716470824697,3.278149255587312
5457,Dormitory,18341.0,1977.0,9.0,15.365100228634956,63.4140469786868,45.68672463077847
5458,College Laboratory,30726.0,1983.0,10.0,24.518451402699114,26.14729335683892,158.26255302715444
5459,Other - Entertainment/Public Assembly,3721.0,1905.0,6.0,9.925028796317477,71.30072207208516,38.64990350963161
5460,Student Union,121780.0,1995.0,12.0,8.999989524120805,63.4090040182952,51.261934001261295
5461,College Laboratory,34283.0,1910.0,10.0,9.73458373468971,63.78214723937242,55.141153920681134
5462,Athletic Field,15325.0,1931.0,21.0,23.659497111515183,25.5083874959562,0.0197319881440948
5463,Senior Care Community,283.0,1990.0,13.0,15.639412214374547,61.43063609701733,129.65114124133166
5464,Library,27152.0,1910.0,10.0,11.360854084522261,62.16615685967626,149.1373570963451
5465,"Fire Station, Fire Stations",283.0,1914.0,1.0,22.320703637306323,71.38790111040707,0.0197319881440948
5466,Police Station,112497.0,1977.0,8.0,15.787856089796136,61.65131940378318,98.20065639428714
5467,Animal Kennels,4483.0,1975.0,1.0,11.428563209835753,84.17497873648375,11.134262391743807
5468,Athletic,521780.0,1964.0,17.0,12.177690547163337,63.0439611425891,373.8575771689604
5469,Conference Center,55701.0,1936.0,17.0,15.429982338442539,63.15989830481571,545.4147211126411
5470,Maintenance Repair Shop,53656.0,1976.0,1.0,9.877579208188621,84.17497873648375,22.361239758965105
