Building Area(m2),Building_height(m),Building Type,Temperature(degree C),Relative Humidity(%),Solar Radiation(W/m2),Energy Consumption(KW/m2/yr)
360.0,9.0,Single house,26.3,76,29.6,130.0
670.0,6.0,Single house,27.4,91,30.8,210.0
710.0,9.0,Duplex,22.5,82,16.4,220.0
590.0,9.0,Townhouse,22.6,82,15.8,190.0
530.0,3.0,Apartment,24.7,90,10.7,180.0
480.0,9.0,Apartment,22.6,69,21.1,160.0
560.0,6.0,Townhouse,21.3,63,11.1,180.0
740.0,12.0,Single house,26.3,70,27.5,230.0
770.0,12.0,Single house,24.7,95,9.4,240.0
560.0,6.0,Apartment,29.1,69,16.2,180.0
550.0,9.0,Apartment,25.8,60,11.3,180.0
710.0,9.0,Single house,27.7,93,16.3,220.0
470.0,9.0,Single house,27.6,72,26.8,160.0
270.0,9.0,Single house,27.3,73,21.9,110.0
580.0,9.0,Apartment,26.9,62,28.8,190.0
340.0,9.0,Townhouse,27.5,85,8.5,130.0
390.0,6.0,Townhouse,29.3,86,22.5,140.0
550.0,9.0,Single house,22.5,72,13.3,180.0
380.0,12.0,Apartment,23.8,64,7.0,130.0
570.0,6.0,Townhouse,23.2,55,21.6,180.0
270.0,9.0,Single house,24.0,86,10.1,110.0
740.0,6.0,Apartment,25.6,100,25.5,230.0
790.0,9.0,Single house,25.2,84,18.7,240.0
360.0,9.0,Single house,25.1,86,4.3,130.0
390.0,12.0,Single house,26.4,81,9.0,140.0
490.0,6.0,Single house,28.3,83,21.4,170.0
370.0,9.0,Single house,27.4,76,12.3,130.0
570.0,9.0,Townhouse,25.7,82,12.4,190.0
670.0,6.0,Apartment,23.9,69,16.3,210.0
550.0,6.0,Single house,26.4,63,24.8,180.0
480.0,6.0,Single house,27.8,80,23.9,160.0
420.0,9.0,Duplex,25.6,80,6.9,150.0
230.0,12.0,Single house,24.9,64,25.7,100.0
460.0,9.0,Apartment,28.0,72,7.9,160.0
530.0,12.0,Apartment,28.2,74,10.4,180.0
860.0,6.0,Single house,26.9,88,29.2,260.0
900.0,9.0,Single house,25.2,81,18.2,270.0
620.0,12.0,Single house,26.5,77,14.5,200.0
780.0,9.0,Single house,27.0,59,24.9,240.0
380.0,12.0,Single house,27.6,82,4.9,140.0
580.0,9.0,Single house,28.4,85,31.0,190.0
630.0,9.0,Apartment,29.9,100,6.3,200.0
460.0,6.0,Single house,29.3,84,7.3,160.0
630.0,9.0,Single house,28.2,90,14.0,200.0
420.0,6.0,Duplex,28.5,90,25.5,150.0
70.0,6.0,Apartment,29.9,56,17.1,60.0
330.0,9.0,Apartment,32.4,77,10.9,120.0
480.0,3.0,Townhouse,30.4,77,6.5,160.0
660.0,6.0,Single house,28.9,73,13.3,210.0
650.0,9.0,Single house,28.5,89,12.7,210.0
610.0,9.0,Single house,28.6,99,21.8,200.0
730.0,9.0,Single house,29.6,67,26.7,230.0
570.0,9.0,Apartment,29.9,77,31.6,190.0
480.0,9.0,Single house,29.0,84,7.1,160.0
390.0,12.0,Apartment,30.9,69,25.1,140.0
530.0,6.0,Apartment,24.8,53,14.8,170.0
840.0,6.0,Single house,29.6,76,30.9,260.0
530.0,6.0,Single house,29.5,65,6.0,170.0
460.0,9.0,Single house,33.9,55,23.1,160.0
360.0,6.0,Single house,31.6,90,12.4,130.0
650.0,9.0,Duplex,29.8,99,19.5,210.0
390.0,12.0,Single house,29.0,85,22.8,140.0
480.0,6.0,Single house,28.3,84,7.7,160.0
500.0,12.0,Single house,24.9,84,15.4,170.0
640.0,9.0,Townhouse,27.1,78,5.1,200.0
520.0,9.0,Single house,27.9,84,18.6,170.0
670.0,12.0,Single house,25.6,77,16.0,210.0
540.0,12.0,Single house,23.6,70,14.8,180.0
390.0,9.0,Single house,19.9,95,29.6,140.0
450.0,9.0,Single house,25.4,88,15.1,160.0
450.0,6.0,Single house,27.5,100,30.4,160.0
410.0,6.0,Apartment,26.9,69,27.8,140.0
540.0,12.0,Single house,30.4,61,13.9,180.0
700.0,12.0,Single house,32.9,95,23.3,220.0
590.0,9.0,Single house,31.1,77,8.9,190.0
430.0,9.0,Single house,28.4,96,23.5,150.0
610.0,6.0,Single house,24.6,100,17.8,200.0
680.0,9.0,Single house,25.7,62,13.7,210.0
510.0,9.0,Duplex,27.1,68,15.3,170.0
510.0,9.0,Single house,25.5,58,12.9,170.0
550.0,9.0,Single house,27.0,77,18.3,180.0
460.0,9.0,Single house,29.1,70,10.1,160.0
370.0,9.0,Single house,27.9,55,8.8,130.0
470.0,12.0,Single house,28.2,80,19.2,160.0
390.0,12.0,Single house,27.6,95,5.1,140.0
390.0,12.0,Single house,27.6,67,6.7,140.0
440.0,9.0,Single house,28.9,94,7.3,150.0
580.0,9.0,Apartment,31.5,87,6.0,190.0
680.0,6.0,Apartment,32.5,78,11.0,210.0
580.0,9.0,Single house,28.9,66,7.8,190.0
610.0,12.0,Single house,28.1,73,6.4,200.0
670.0,12.0,Single house,28.4,100,8.1,210.0
700.0,9.0,Single house,25.9,74,11.3,220.0
630.0,9.0,Single house,27.9,86,12.2,200.0
280.0,9.0,Apartment,28.4,75,14.8,110.0
360.0,12.0,Single house,27.7,65,15.4,130.0
510.0,9.0,Single house,28.8,87,3.8,170.0
540.0,9.0,Single house,27.7,99,20.3,180.0
470.0,6.0,Single house,31.3,92,21.2,160.0
560.0,6.0,Single house,28.2,99,16.0,190.0
340.0,9.0,Single house,30.5,81,31.8,130.0
140.0,9.0,Single house,33.8,79,9.2,80.0
420.0,9.0,Single house,32.9,85,26.4,150.0
330.0,9.0,Single house,37.1,76,15.4,130.0
310.0,9.0,Single house,28.6,73,31.2,120.0
330.0,6.0,Single house,28.1,59,8.5,120.0
210.0,9.0,Apartment,27.0,91,26.3,90.0
350.0,12.0,Single house,26.3,79,17.2,130.0
540.0,9.0,Single house,25.0,59,23.7,180.0
540.0,12.0,Single house,26.3,56,19.6,180.0
400.0,12.0,Single house,29.4,100,15.3,140.0
290.0,12.0,Apartment,30.9,92,7.3,120.0
320.0,9.0,Single house,30.3,84,32.1,120.0
550.0,12.0,Duplex,30.2,61,30.6,180.0
660.0,9.0,Single house,29.6,76,22.9,210.0
350.0,9.0,Single house,27.5,66,8.6,130.0
260.0,9.0,Single house,23.5,74,15.2,100.0
370.0,9.0,Apartment,26.6,76,25.5,130.0
440.0,12.0,Single house,30.5,70,17.2,150.0
280.0,12.0,Single house,25.4,62,28.2,110.0
530.0,12.0,Single house,26.3,88,5.8,180.0
590.0,9.0,Duplex,26.3,82,3.8,190.0
580.0,6.0,Single house,28.2,86,24.9,190.0
480.0,12.0,Single house,26.54621693121693,93,20.7,160.0
550.0,12.0,Apartment,30.0,92,5.3,180.0
380.0,9.0,Duplex,28.4,99,16.7,140.0
360.0,12.0,Single house,28.0,90,11.4,130.0
710.0,9.0,Single house,29.4,84,17.5,220.0
620.0,9.0,Single house,31.7,74,26.1,200.0
530.0,6.0,Apartment,34.0,63,25.1,180.0
330.0,6.0,Single house,30.5,86,10.8,120.0
280.0,9.0,Single house,30.6,75,6.0,110.0
870.0,9.0,Single house,30.5,100,29.5,270.0
470.0,9.0,Single house,29.0,73,26.0,160.0
660.0,9.0,Duplex,30.2,82,15.8,210.0
270.0,6.0,Single house,32.2,82,17.9,110.0
700.0,9.0,Apartment,29.5,61,18.2,220.0
460.0,9.0,Single house,29.3,69,20.3,160.0
560.0,9.0,Apartment,29.7,54,16.3,180.0
610.0,6.0,Single house,29.4,82,30.3,200.0
560.0,12.0,Duplex,29.9,81,14.7,180.0
460.0,9.0,Apartment,29.7,88,15.0,160.0
540.0,3.0,Single house,31.3,70,24.7,180.0
480.0,6.0,Single house,32.4,66,23.1,160.0
750.0,9.0,Single house,31.2,75,20.7,230.0
650.0,9.0,Single house,29.5,84,25.9,210.0
460.0,9.0,Single house,23.5,65,14.9,160.0
650.0,9.0,Duplex,27.1,83,10.7,210.0
680.0,6.0,Apartment,28.9,85,14.7,210.0
600.0,9.0,Duplex,29.2,89,27.0,200.0
610.0,9.0,Single house,29.1,74,16.3,200.0
700.0,9.0,Single house,29.7,80,11.6,220.0
310.0,12.0,Single house,30.6,94,30.2,120.0
870.0,9.0,Townhouse,31.2,70,12.7,260.0
560.0,9.0,Single house,32.1,78,10.0,180.0
600.0,12.0,Single house,28.1,100,20.3,200.0
350.0,6.0,Single house,30.0,83,21.9,130.0
600.0,6.0,Duplex,25.9,90,10.0,190.0
650.0,9.0,Single house,26.1,82,10.4,210.0
530.0,9.0,Apartment,28.7,91,17.6,180.0
810.0,9.0,Single house,29.0,85,10.3,250.0
330.0,9.0,Single house,31.7,76,7.5,120.0
630.0,9.0,Single house,31.4,76,24.9,200.0
440.0,9.0,Apartment,28.1,76,28.6,150.0
740.0,9.0,Apartment,27.6,87,11.6,230.0
610.0,12.0,Single house,28.4,79,16.9,200.0
530.0,6.0,Single house,26.2,79,9.0,170.0
540.0,6.0,Townhouse,27.3,80,23.2,180.0
670.0,6.0,Apartment,29.7,82,18.1,210.0
330.0,6.0,Duplex,28.4,98,8.6,130.0
490.0,15.0,Apartment,26.0,67,11.0,160.0
680.0,6.0,Apartment,28.1,92,10.2,210.0
470.0,9.0,Single house,27.9,74,23.2,160.0
610.0,15.0,Single house,28.3,75,14.6,200.0
350.0,6.0,Single house,25.1,77,19.6,130.0
710.0,9.0,Single house,30.1,62,12.7,220.0
740.0,9.0,Apartment,27.9,71,24.8,230.0
680.0,9.0,Duplex,26.8,77,27.6,210.0
330.0,12.0,Single house,26.5,71,6.3,120.0
530.0,12.0,Single house,26.9,95,9.7,180.0
370.0,9.0,Single house,27.2,69,11.5,130.0
720.0,6.0,Apartment,27.6,77,20.7,220.0
280.0,9.0,Apartment,28.2,71,9.5,110.0
750.0,12.0,Apartment,28.5,94,7.2,230.0
210.0,6.0,Single house,28.7,62,13.3,90.0
680.0,12.0,Single house,30.3,84,28.9,220.0
760.0,9.0,Single house,30.5,94,11.9,240.0
550.0,6.0,Single house,28.8,96,22.2,180.0
290.0,9.0,Single house,28.4,81,16.0,110.0
620.0,6.0,Single house,27.4,100,13.5,200.0
360.0,9.0,Single house,29.3,67,15.8,130.0
280.0,12.0,Single house,27.3,72,5.4,110.0
290.0,6.0,Single house,30.5,72,29.3,110.0
560.0,9.0,Townhouse,28.4,82,7.0,180.0
550.0,6.0,Single house,24.4,53,8.3,180.0
230.0,6.0,Single house,24.9,90,32.6,100.0
810.0,9.0,Single house,25.8,94,13.7,250.0
570.0,9.0,Townhouse,25.2,75,18.1,190.0
640.0,6.0,Single house,23.9,94,16.0,200.0
50.0,9.0,Single house,25.3,86,31.7,50.0
520.0,9.0,Single house,25.4,67,6.3,170.0
610.0,9.0,Apartment,26.6,70,13.0,200.0
500.0,9.0,Single house,27.9,73,15.6,170.0
370.0,12.0,Apartment,27.2,83,29.7,140.0
520.0,6.0,Single house,29.9,90,9.7,170.0
220.0,9.0,Single house,28.6,87,10.0,100.0
390.0,9.0,Apartment,27.6,71,7.0,140.0
650.0,6.0,Single house,25.8,80,8.3,210.0
1000.0,12.0,Single house,22.8,71,15.8,300.0
260.0,6.0,Townhouse,24.4,98,28.6,110.0
520.0,12.0,Single house,20.4,74,12.7,170.0
560.0,6.0,Single house,21.2,78,14.6,180.0
650.0,9.0,Single house,23.8,75,15.9,210.0
530.0,6.0,Duplex,24.6,64,27.9,170.0
530.0,12.0,Single house,23.7,78,22.7,180.0
520.0,9.0,Duplex,24.3,89,9.6,170.0
470.0,9.0,Single house,25.0,77,26.0,160.0
320.0,6.0,Single house,24.8,58,21.8,120.0
610.0,12.0,Single house,25.2,76,6.8,200.0
780.0,6.0,Duplex,24.7,70,21.1,240.0
690.0,9.0,Single house,25.4,79,16.6,220.0
250.0,9.0,Single house,26.3,91,21.3,100.0
520.0,6.0,Single house,26.1,70,11.7,170.0
880.0,12.0,Single house,26.7,77,17.1,270.0
560.0,9.0,Duplex,25.8,79,30.1,180.0
540.0,9.0,Single house,27.2,61,1.9,180.0
580.0,9.0,Apartment,25.8,83,15.0,190.0
410.0,12.0,Townhouse,21.4,75,11.6,140.0
490.0,9.0,Apartment,23.4,67,8.4,160.0
560.0,9.0,Single house,24.3,62,6.2,180.0
480.0,6.0,Single house,24.9,78,31.5,160.0
420.0,12.0,Single house,24.1,89,33.3,150.0
660.0,9.0,Single house,24.4,85,29.2,210.0
250.0,9.0,Single house,24.0,64,19.4,100.0
480.0,15.0,Single house,22.9,75,8.2,160.0
290.0,12.0,Single house,24.8,84,16.3,110.0
440.0,15.0,Single house,23.7,93,19.6,150.0
420.0,12.0,Single house,23.8,97,27.7,150.0
550.0,12.0,Single house,19.8,81,10.2,180.0
510.0,12.0,Apartment,19.7,92,6.0,170.0
530.0,9.0,Single house,22.6,62,22.9,170.0
740.0,6.0,Single house,22.7,85,7.6,230.0
550.0,9.0,Apartment,22.5,98,23.3,180.0
460.0,12.0,Single house,22.9,78,11.3,160.0
540.0,12.0,Single house,21.0,96,19.3,180.0
460.0,6.0,Apartment,22.0,96,21.4,160.0
520.0,9.0,Single house,22.4,86,14.1,170.0
850.0,9.0,Townhouse,22.9,99,26.7,260.0
530.0,6.0,Single house,22.4,75,12.7,170.0
430.0,12.0,Apartment,17.9,76,27.1,150.0
440.0,9.0,Single house,22.0,98,25.3,150.0
400.0,12.0,Apartment,21.1,84,18.6,140.0
370.0,9.0,Single house,20.7,63,13.4,130.0
530.0,9.0,Apartment,20.3,79,10.7,170.0
480.0,9.0,Single house,17.9,100,20.9,160.0
590.0,12.0,Apartment,19.0,50,17.7,190.0
350.0,9.0,Single house,21.9,95,25.9,130.0
280.0,9.0,Single house,22.7,73,4.6,110.0
370.0,9.0,Single house,23.3,85,14.3,130.0
320.0,9.0,Single house,23.5,89,18.5,120.0
640.0,12.0,Townhouse,23.8,62,9.8,200.0
740.0,9.0,Single house,23.4,60,18.5,230.0
310.0,9.0,Single house,21.2,68,21.6,120.0
450.0,9.0,Single house,21.8,78,28.1,150.0
750.0,12.0,Single house,22.6,58,25.5,230.0
690.0,9.0,Duplex,22.9,87,8.8,220.0
550.0,6.0,Single house,24.8,86,15.5,180.0
410.0,6.0,Single house,19.1,82,22.4,140.0
510.0,9.0,Single house,19.6,82,16.3,170.0
510.0,12.0,Single house,17.4,63,9.5,170.0
440.0,9.0,Single house,16.1,75,11.2,150.0
360.0,9.0,Townhouse,15.1,79,15.4,130.0
520.0,15.0,Single house,19.0,88,24.7,170.0
280.0,6.0,Single house,23.3,80,9.8,110.0
790.0,12.0,Single house,23.0,99,18.5,240.0
450.0,9.0,Single house,23.4,86,26.2,160.0
620.0,9.0,Single house,19.6,79,16.3,200.0
520.0,9.0,Single house,19.5,84,25.2,170.0
260.0,9.0,Single house,19.3,99,18.2,110.0
790.0,9.0,Single house,22.0,65,12.2,240.0
760.0,6.0,Single house,20.4,74,18.2,230.0
270.0,12.0,Duplex,21.4,74,12.2,110.0
710.0,12.0,Single house,21.3,71,20.4,220.0
430.0,9.0,Duplex,21.0,67,8.1,150.0
480.0,6.0,Single house,18.7,86,11.4,160.0
310.0,6.0,Single house,21.5,73,6.0,120.0
310.0,9.0,Single house,22.4,86,18.3,120.0
550.0,12.0,Townhouse,22.9,73,13.3,180.0
820.0,6.0,Single house,24.5,63,16.3,250.0
570.0,9.0,Single house,21.1,94,25.2,190.0
480.0,12.0,Apartment,21.3,100,25.4,160.0
580.0,12.0,Apartment,21.4,82,22.6,190.0
300.0,12.0,Single house,20.8,85,13.7,120.0
460.0,6.0,Duplex,22.2,100,4.5,160.0
450.0,6.0,Apartment,21.9,85,23.6,150.0
600.0,12.0,Apartment,22.0,93,12.3,190.0
200.0,6.0,Single house,21.2,88,6.4,90.0
570.0,12.0,Townhouse,21.5,95,21.9,190.0
600.0,12.0,Single house,22.1,83,11.4,190.0
250.0,9.0,Duplex,21.3,82,26.1,100.0
400.0,6.0,Single house,22.0,86,21.4,140.0
430.0,9.0,Single house,22.6,62,18.3,150.0
730.0,9.0,Townhouse,19.8,68,5.2,220.0
740.0,6.0,Single house,20.4,96,11.2,230.0
500.0,12.0,Single house,21.6,96,16.3,170.0
660.0,3.0,Single house,21.4,84,27.6,210.0
570.0,12.0,Single house,21.1,67,27.4,180.0
360.0,9.0,Single house,20.7,94,4.6,130.0
480.0,12.0,Townhouse,21.6,80,22.7,160.0
460.0,9.0,Single house,22.5,64,12.8,160.0
870.0,9.0,Single house,23.6,86,18.3,260.0
460.0,9.0,Single house,25.1,90,23.3,160.0
390.0,6.0,Single house,23.2,90,10.4,140.0
350.0,12.0,Single house,23.7,75,17.1,130.0
770.0,9.0,Single house,25.5,72,12.5,240.0
640.0,9.0,Single house,19.3,63,6.0,200.0
450.0,6.0,Apartment,21.9,98,11.9,150.0
530.0,9.0,Townhouse,22.1,81,11.0,170.0
470.0,9.0,Townhouse,21.7,98,29.6,160.0
780.0,6.0,Duplex,23.3,76,18.3,240.0
520.0,6.0,Apartment,24.8,100,1.4,170.0
430.0,9.0,Single house,25.1,56,27.2,150.0
540.0,9.0,Single house,26.6,81,14.6,180.0
460.0,9.0,Single house,21.6,69,7.3,160.0
660.0,12.0,Single house,20.4,71,22.3,210.0
680.0,6.0,Single house,22.6,62,10.2,210.0
490.0,9.0,Single house,22.3,71,16.3,160.0
510.0,12.0,Single house,24.1,100,16.3,170.0
550.0,6.0,Single house,26.1,72,5.5,180.0
510.0,9.0,Single house,27.6,92,2.2,170.0
530.0,12.0,Single house,25.6,55,12.1,170.0
850.0,9.0,Single house,25.8,100,16.3,260.0
480.0,9.0,Single house,22.6,79,27.2,160.0
690.0,9.0,Single house,22.4,90,26.2,220.0
440.0,12.0,Apartment,22.9,94,22.3,150.0
600.0,9.0,Apartment,25.6,72,12.9,190.0
370.0,9.0,Apartment,22.2,84,9.8,130.0
520.0,9.0,Duplex,22.2,75,29.9,170.0
640.0,9.0,Single house,22.4,70,23.5,200.0
590.0,9.0,Apartment,24.6,60,7.5,190.0
430.0,9.0,Single house,24.6,78,17.6,150.0
520.0,6.0,Single house,23.7,88,14.5,170.0
600.0,9.0,Single house,27.3,90,10.4,190.0
410.0,6.0,Single house,27.4,82,15.2,140.0
390.0,6.0,Single house,27.1,84,8.3,140.0
590.0,9.0,Single house,24.5,83,5.3,190.0
270.0,6.0,Single house,23.3,70,16.0,110.0
750.0,9.0,Single house,25.0,60,30.3,230.0
380.0,12.0,Apartment,25.6,72,14.7,140.0
490.0,6.0,Apartment,25.3,59,13.9,160.0
600.0,12.0,Single house,23.2,89,19.6,190.0
630.0,9.0,Single house,23.4,100,24.7,200.0
630.0,9.0,Duplex,23.5,91,18.4,200.0
550.0,12.0,Single house,23.6,75,24.0,180.0
330.0,3.0,Single house,21.1,79,11.0,120.0
580.0,6.0,Single house,27.6,93,11.7,190.0
710.0,12.0,Single house,28.4,71,25.2,220.0
510.0,9.0,Apartment,26.2,80,20.2,170.0
620.0,9.0,Apartment,29.9,52,27.7,200.0
740.0,9.0,Single house,30.8,65,6.1,230.0
550.0,9.0,Apartment,30.6,72,27.4,180.0
650.0,9.0,Single house,25.6,87,23.3,210.0
610.0,9.0,Duplex,24.7,69,28.0,200.0
480.0,9.0,Single house,26.1,86,17.4,160.0
470.0,9.0,Single house,25.5,81,21.1,160.0
730.0,9.0,Duplex,29.3,100,15.7,230.0
700.0,9.0,Single house,23.8,66,15.6,220.0
580.0,12.0,Single house,21.9,54,9.6,190.0
540.0,6.0,Apartment,24.5,49,7.5,170.0
390.0,6.0,Single house,25.1,77,13.8,140.0
390.0,9.0,Single house,27.9,93,9.6,140.0
400.0,12.0,Single house,29.0,81,7.9,140.0
490.0,9.0,Duplex,30.9,87,6.6,170.0
540.0,9.0,Single house,31.6,78,7.2,180.0
350.0,6.0,Single house,24.8,82,6.8,130.0
360.0,9.0,Single house,31.2,60,11.2,130.0
270.0,9.0,Townhouse,28.3,100,18.6,110.0
520.0,9.0,Apartment,24.2,85,8.8,170.0
510.0,6.0,Single house,20.0,63,23.2,170.0
710.0,6.0,Single house,25.4,55,18.2,220.0
550.0,6.0,Duplex,27.9,85,9.4,180.0
350.0,9.0,Single house,25.0,77,9.9,130.0
260.0,12.0,Single house,26.2,75,11.0,110.0
450.0,3.0,Single house,28.7,96,28.5,160.0
580.0,12.0,Single house,28.6,72,12.7,190.0
580.0,12.0,Single house,27.2,68,7.4,190.0
380.0,6.0,Single house,30.2,88,9.2,140.0
560.0,12.0,Single house,31.6,86,6.2,180.0
420.0,12.0,Single house,33.2,63,17.8,150.0
770.0,9.0,Apartment,24.8,89,21.0,240.0
620.0,9.0,Single house,25.7,100,20.5,200.0
250.0,12.0,Single house,26.5,75,21.5,100.0
580.0,12.0,Single house,31.3,71,27.8,190.0
730.0,9.0,Apartment,29.6,70,22.3,230.0
650.0,12.0,Single house,23.4,89,14.3,210.0
540.0,12.0,Apartment,25.6,90,25.5,180.0
520.0,9.0,Single house,25.7,65,23.0,170.0
610.0,9.0,Single house,29.2,93,4.3,200.0
630.0,9.0,Single house,29.6,95,8.8,200.0
340.0,9.0,Single house,29.4,82,15.4,130.0
540.0,9.0,Duplex,26.5,52,8.0,180.0
640.0,9.0,Single house,26.3,89,17.6,200.0
770.0,6.0,Single house,27.1,59,22.3,240.0
530.0,9.0,Single house,27.0,88,14.0,180.0
260.0,9.0,Single house,28.0,91,15.9,110.0
350.0,12.0,Single house,28.0,91,30.8,130.0
260.0,9.0,Single house,29.3,47,10.9,100.0
840.0,9.0,Single house,22.4,70,7.4,250.0
360.0,3.0,Single house,25.8,88,9.5,130.0
530.0,9.0,Single house,25.8,78,18.2,180.0
440.0,12.0,Duplex,26.8,60,30.9,150.0
280.0,15.0,Single house,27.9,73,30.0,110.0
440.0,9.0,Single house,28.5,79,12.9,150.0
660.0,6.0,Single house,31.1,58,6.3,210.0
820.0,6.0,Single house,27.2,100,16.3,250.0
790.0,9.0,Single house,26.1,89,10.8,240.0
650.0,12.0,Single house,34.4,81,4.6,210.0
500.0,12.0,Single house,28.1,70,25.8,170.0
540.0,9.0,Duplex,28.1,75,19.2,180.0
540.0,6.0,Single house,28.9,71,26.3,180.0
250.0,9.0,Apartment,28.1,67,12.3,100.0
350.0,6.0,Single house,27.7,81,11.8,130.0
620.0,6.0,Single house,28.1,92,21.7,200.0
460.0,12.0,Townhouse,28.8,76,18.9,160.0
570.0,6.0,Apartment,29.4,74,25.1,190.0
550.0,9.0,Single house,30.3,81,21.7,180.0
510.0,9.0,Single house,29.9,88,16.3,170.0
830.0,6.0,Single house,30.6,72,12.3,250.0
750.0,9.0,Single house,30.2,62,11.6,230.0
710.0,6.0,Single house,29.8,90,5.5,220.0
560.0,9.0,Apartment,30.9,62,19.8,180.0
430.0,9.0,Duplex,37.9,85,4.4,150.0
260.0,6.0,Single house,34.3,78,31.4,110.0
430.0,12.0,Single house,29.4,68,14.4,150.0
510.0,12.0,Apartment,28.1,96,12.5,170.0
520.0,6.0,Townhouse,29.6,91,9.5,170.0
380.0,9.0,Single house,29.2,86,9.0,140.0
520.0,12.0,Single house,26.4,84,29.3,170.0
450.0,12.0,Single house,28.2,85,27.6,160.0
720.0,6.0,Single house,28.3,67,16.9,220.0
670.0,12.0,Single house,28.4,72,14.9,210.0
580.0,12.0,Apartment,28.8,59,17.5,190.0
530.0,9.0,Single house,29.3,82,2.5,180.0
610.0,6.0,Apartment,31.7,96,21.8,200.0
450.0,9.0,Single house,33.0,74,11.6,160.0
440.0,6.0,Single house,33.4,82,10.0,150.0
360.0,9.0,Townhouse,31.2,72,5.3,130.0
480.0,6.0,Apartment,32.6,73,10.8,160.0
400.0,9.0,Duplex,31.8,75,17.3,140.0
570.0,9.0,Single house,29.7,61,14.4,180.0
510.0,9.0,Apartment,31.0,93,4.0,170.0
720.0,9.0,Apartment,28.1,79,17.3,220.0
370.0,9.0,Single house,31.8,91,5.0,140.0
700.0,9.0,Single house,28.4,83,19.1,220.0
580.0,9.0,Single house,30.2,69,32.6,190.0
450.0,12.0,Single house,31.1,75,20.3,160.0
230.0,6.0,Single house,31.6,59,14.1,100.0
300.0,9.0,Apartment,30.4,89,17.5,120.0
640.0,9.0,Single house,29.3,80,11.2,200.0
460.0,6.0,Single house,30.1,69,13.4,160.0
680.0,9.0,Apartment,34.8,60,13.3,210.0
380.0,6.0,Single house,30.7,72,7.3,140.0
380.0,9.0,Single house,29.8,65,16.6,140.0
270.0,12.0,Townhouse,28.5,80,26.4,110.0
300.0,12.0,Townhouse,29.2,66,30.6,120.0
430.0,9.0,Single house,30.5,100,21.4,150.0
370.0,9.0,Single house,30.3,91,26.6,140.0
360.0,6.0,Single house,33.3,74,6.4,130.0
650.0,9.0,Single house,31.7,60,7.1,210.0
620.0,12.0,Single house,33.4,77,25.2,200.0
390.0,9.0,Single house,34.2,55,10.0,140.0
410.0,9.0,Single house,33.9,92,7.9,150.0
480.0,9.0,Apartment,32.1,89,17.3,160.0
550.0,9.0,Single house,29.4,97,30.7,180.0
590.0,12.0,Single house,29.9,72,27.6,190.0
530.0,9.0,Apartment,30.0,89,27.8,180.0
340.0,9.0,Single house,32.6,96,27.5,130.0
620.0,12.0,Single house,35.4,73,23.7,200.0
390.0,9.0,Single house,32.2,70,33.0,140.0
360.0,9.0,Single house,29.7,95,17.7,130.0
470.0,9.0,Single house,29.5,81,19.5,160.0
560.0,12.0,Single house,31.3,84,6.4,180.0
370.0,6.0,Duplex,26.7,78,22.8,130.0
680.0,9.0,Apartment,27.4,63,16.2,210.0
650.0,12.0,Single house,26.1,92,24.2,210.0
550.0,6.0,Single house,25.3,54,30.2,180.0
240.0,12.0,Townhouse,28.8,91,10.8,100.0
720.0,9.0,Single house,34.1,75,15.6,230.0
780.0,3.0,Single house,26.54621693121693,76,16.3,240.0
510.0,9.0,Single house,28.3,72,10.2,170.0
480.0,9.0,Apartment,30.2,85,15.2,160.0
730.0,9.0,Single house,31.0,84,15.1,230.0
660.0,9.0,Single house,29.2,99,11.4,210.0
580.0,6.0,Single house,29.0,77,21.7,190.0
930.0,9.0,Duplex,27.9,77,28.2,280.0
570.0,12.0,Single house,29.2,74,11.1,190.0
450.0,9.0,Single house,27.3,80,9.6,150.0
450.0,12.0,Duplex,28.1,73,20.8,160.0
600.0,9.0,Duplex,29.2,93,13.0,200.0
740.0,9.0,Single house,30.2,96,24.3,230.0
580.0,6.0,Single house,29.4,55,16.3,190.0
500.0,12.0,Apartment,29.0,63,8.0,170.0
320.0,6.0,Apartment,26.6,66,29.0,120.0
500.0,6.0,Single house,29.4,87,5.7,170.0
350.0,6.0,Single house,27.9,68,6.0,130.0
580.0,9.0,Single house,27.4,86,15.0,190.0
620.0,6.0,Single house,26.9,96,15.7,200.0
670.0,9.0,Townhouse,24.1,88,13.7,210.0
360.0,6.0,Single house,26.7,66,5.2,130.0
540.0,9.0,Single house,29.4,64,11.3,180.0
810.0,9.0,Single house,28.1,46,5.2,240.0
550.0,9.0,Single house,29.5,85,8.7,180.0
630.0,12.0,Single house,33.1,63,16.3,200.0
820.0,9.0,Single house,29.7,79,23.2,250.0
800.0,9.0,Duplex,25.6,82,27.1,250.0
320.0,12.0,Single house,27.3,63,11.1,120.0
310.0,12.0,Duplex,28.6,90,21.1,120.0
340.0,15.0,Duplex,28.5,66,5.0,130.0
440.0,9.0,Single house,26.7,71,18.8,150.0
590.0,9.0,Single house,23.9,64,27.8,190.0
740.0,9.0,Single house,26.3,79,25.0,230.0
590.0,12.0,Single house,28.1,71,16.3,190.0
390.0,9.0,Single house,27.5,100,11.7,140.0
530.0,9.0,Single house,27.3,71,15.7,170.0
450.0,12.0,Duplex,26.54621693121693,81,11.4,160.0
520.0,6.0,Single house,28.1,75,23.7,170.0
260.0,9.0,Single house,26.7,90,26.1,110.0
